#name	rank	LBI
13	1	2.53647064279
27	2	1.94112205348
17	3	1.30642700267
28	4	1.24510300437
8	5	1.14477887727
20	6	1.0549022878
25	7	0.601403993156
29	8	0.586895284192
21	9	0.585735530742
22	10	0.583840850561
9	11	0.581152907558
10	12	0.560063093444
18	13	0.508878194949
6	14	0.450365955582
12	15	0.449057787607
24	16	0.418778105627
3	17	0.412119769384
2	18	0.412002264746
16	19	0.38606805468
4	20	0.364433062792
14	21	0.352624254608
15	22	0.327752336394
26	23	0.32581751548
23	24	0.316031375266
19	25	0.29427320115
11	26	0.252993601038
1	27	0.251839597206
7	28	0.223878272211
5	29	0.132732489086
