#name	rank	mean	standard dev
S1_|_A_SOUTH_DAKOTA_01_2015	1	6.36080930121	0.26510541848
M1_S1_|_A_INDIANA_03_2015	2	6.36080930121	0.26510541848
M1_|_A_MICHIGAN_15_2014	3	6.36080930121	0.26510541848
S3_|_A_COLORADO_04_2015	4	6.36080930121	0.26510541848
S3_|_A_SOUTH_DAKOTA_22_2015	5	6.36080930121	0.26510541848
M1_|_A_MICHIGAN_14_2014	6	6.36080930121	0.26510541848
S3_|_A_NORTH_CAROLINA_12_2015	7	6.36080930121	0.26510541848
S1_|_A_MINNESOTA_03_2015	8	6.36080930121	0.26510541848
S3_|_A_IOWA_22_2014	9	6.36080930121	0.26510541848
S3_|_A_MINNESOTA_37_2014	10	6.36080930121	0.26510541848
S3_|_A_WISCONSIN_04_2015	11	6.36080930121	0.26510541848
S1_|_A_TENNESSEE_10_2015	12	6.36080930121	0.26510541848
S1_|_A_WISCONSIN_60_2014	13	6.36080930121	0.26510541848
S1_|_A_WYOMING_01_2015	14	6.36080930121	0.26510541848
C2_|_A_CALIFORNIA_14_2014	15	6.3550667863	0.270680435854
C2_|_A_PENNSYLVANIA_36_2014	16	6.3550667863	0.270680435854
CX_S1_|_A_MARYLAND_19_2014	17	6.3550667863	0.270680435854
C2_|_A_DELAWARE_07_2014	18	6.3550667863	0.270680435854
C2_|_A_RHODE_ISLAND_11_2014	19	6.3550667863	0.270680435854
C1_|_A_NEW_YORK_12_2014	20	6.3550667863	0.270680435854
S2_|_A_MISSOURI_16_2014	21	6.30573561472	0.366424589018
S1_|_A_NORTH_CAROLINA_24_2014	22	6.30573561472	0.366424589018
S3_|_A_ILLINOIS_02_2015	23	6.30573561472	0.366424589018
S3_|_A_MISSOURI_07_2015	24	6.28275967319	0.360858333293
S3_|_A_KANSAS_03_2015	25	6.28275967319	0.360858333293
S1_|_A_MONTANA_01_2015	26	6.28275967319	0.360858333293
S3_|_A_OREGON_07_2015	27	6.28275967319	0.360858333293
S3_|_A_WYOMING_20_2014	28	6.28275967319	0.360858333293
S3_|_A_MONTANA_35_2014	29	6.28275967319	0.360858333293
S3_|_A_IOWA_21_2014	30	6.28275967319	0.360858333293
S3_|_A_MICHIGAN_21_2015	31	6.28275967319	0.360858333293
S3_|_A_INDIANA_20_2014	32	6.24934578759	0.224206135638
S1_|_A_MINNESOTA_35_2014	33	6.24934578759	0.224206135638
S3_|_A_WASHINGTON_31_2014	34	6.24934578759	0.224206135638
S3_|_A_SOUTH_DAKOTA_25_2015	35	6.24934578759	0.224206135638
S1_|_A_MISSISSIPPI_16_2014	36	6.24934578759	0.224206135638
S3_|_A_MICHIGAN_32_2014	37	6.24934578759	0.224206135638
MX_|_A_FLORIDA_29_2014	38	6.24934578759	0.224206135638
C1_C2_|_A_MARYLAND_16_2014	39	6.19023760689	0.34517900954
C2_|_A_MASSACHUSETTS_09_2014	40	6.19023760689	0.34517900954
S2_|_A_FLORIDA_11_2015	41	6.1774580973	0.461458178374
S2_|_A_NEW_JERSEY_12_2015	42	6.1774580973	0.461458178374
C1_|_A_WASHINGTON_13_2014	43	6.16358416393	0.473398969707
S3_|_A_COLORADO_28_2014	44	6.16206987656	0.378492532029
S1_|_A_NEBRASKA_15_2014	45	6.16206987656	0.378492532029
