#name	rank	LBI
PMK1_|_A_NEW_YORK_3219_2013	1	0.597470706136
PMK1_|_A_ALABAMA_3163_2013	2	0.570110062052
PMK1_|_A_TEXAS_3252_2013	3	0.565708816012
PMK1_|_A_COLORADO_3167_2013	4	0.565708816012
PMK1_|_A_FLORIDA_3476_2013	5	0.565708816012
PMK1_|_A_HAWAII_3417_2013	6	0.461598573108
PMK1_|_A_NEW_YORK_3438_2013	7	0.381123898351
PMK1_|_A_NEW_YORK_3216_2013	8	0.347818138428
PMK1_|_A_CALIFORNIA_3413_2013	9	0.332219893163
PMK1_|_A_NEW_JERSEY_3204_2013	10	0.267673213344
PMK1_|_A_NEBRASKA_3199_2013	11	0.267673213344
PMK1_|_A_HAWAII_3418_2013	12	0.267673213344
PMK1_|_A_FLORIDA_3182_2013	13	0.246769105019
PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0091_2013	14	0.244189434405
PMK1_|_A_NEW_YORK_3214_2013	15	0.241784922548
PMK1_|_A_FLORIDA_3176_2013	16	0.214809187418
PMK1_|_A_TEXAS_3249_2013	17	0.213735472184
PMK1_|_A_TEXAS_3250_2013	18	0.213707561998
PMK1_|_A_OKLAHOMA_3400_2013	19	0.199851577802
PMK1_|_A_FLORIDA_3179_2013	20	0.187429287618
PMK1_|_A_GEORGIA_3436_2013	21	0.184489216313
PMK1_|_A_NEW_YORK_3213_2013	22	0.164395217058
PMK1_|_A_TEXAS_3246_2013	23	0.163577120914
PMK1_|_A_SOUTH_CAROLINA_3412_2013	24	0.163577120914
PMK1_|_A_FLORIDA_3178_2013	25	0.159504328756
PMK1_|_A_NORTH_CAROLINA_3235_2013	26	0.159487164324
PMK1_|_A_MICHIGAN_3398_2013	27	0.158726829357
PMK1_|_A_MASSACHUSETTS_3162_2013	28	0.157772983153
PMK1_|_A_WASHINGTON_3265_2013	29	0.153183782005
PMK1_|_A_NEW_YORK_3215_2013	30	0.153183782005
PMK1_|_A_MARYLAND_3523_2013	31	0.147908337071
PMK1_|_A_MARYLAND_3196_2013	32	0.146221494791
PMK1_|_A_KENTUCKY_3190_2013	33	0.146207551489
PMK1_|_A_WASHINGTON_3266_2013	34	0.138576869879
PMK1_|_A_NEVADA_3201_2013	35	0.136125860126
PMK1_|_A_ARIZONA_3165_2013	36	0.136107594884
PMK1_|_A_DISTRICT_OF_COLOMBIA_3169_2013	37	0.133595027169
PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0090_2013	38	0.132575265112
PMK1_|_A_FLORIDA_3177_2013	39	0.132410957007
PMK1_|_A_FLORIDA_3441_2013	40	0.132381341705
PMK1_|_A_ALASKA_3409_2013	41	0.131814814755
PMK1_|_A_VIRGINIA_3256_2013	42	0.13024251541
PMK1_|_A_WASHINGTON_3263_2013	43	0.128968047597
PMK1_|_A_FLORIDA_3180_2013	44	0.128324811279
PMK1_|_A_WASHINGTON_3267_2013	45	0.126434005493
PMK1_|_A_TEXAS_3521_2013	46	0.125764428945
PMK1_|_A_TEXAS_3247_2013	47	0.125640608899
PMK1_|_A_NEW_YORK_3220_2013	48	0.125323378543
PMK1_|_A_OHIO_3237_2013	49	0.125081538371
PASSAGE_DETAILS__PMK01_|_A_ROCHESTER_0085_2013	50	0.125036511527
PMK1_|_A_FLORIDA_3175_2013	51	0.125004597318
