#name	rank	mean	variance
94	1	3.80196750913	0.551492230676
97	2	3.80094243981	0.555720513268
95	3	3.80021778642	0.556236320746
93	4	3.79738444194	0.549069783474
91	5	3.79208169245	0.546570754952
100	6	3.79046835216	0.555947295988
92	7	3.78296516395	0.549646347716
51	8	3.75847381005	0.660148383332
49	9	3.75714328826	0.65915155336
52	10	3.75700441397	0.661216839032
48	11	3.75548604108	0.658133662376
47	12	3.75096672418	0.657181200967
50	13	3.7498786661	0.664906432891
15	14	3.64342144474	0.410774920296
22	15	3.64263634536	0.412104619105
16	16	3.6412364477	0.415995541811
24	17	3.63933461874	0.414754319418
13	18	3.63916436083	0.412691194332
23	19	3.63774611085	0.419450780408
29	20	3.63714733216	0.419576016251
30	21	3.63452923132	0.424238824524
14	22	3.63428570232	0.420022148676
32	23	3.63286743515	0.430488121306
25	24	3.63065509158	0.421321289272
35	25	3.62994090436	0.428556493508
27	26	3.62914286042	0.429900004107
33	27	3.62833727557	0.436714965245
31	28	3.62607229522	0.431311387308
53	29	3.62465679321	0.769384862804
57	30	3.6205681683	0.77410487121
59	31	3.61330316562	0.779009357957
54	32	3.58364253182	1.18751828349
55	33	3.57938821051	1.19038143738
56	34	3.57210627851	1.19352842453
90	35	3.54823594901	0.490601690206
89	36	3.54790615948	0.489407918218
83	37	3.54473378417	0.488176270141
84	38	3.54425445327	0.492788263471
85	39	3.54092374751	0.497404550102
80	40	3.53459217634	0.489675927345
81	41	3.52693831391	0.495205838294
111	42	3.51923643338	0.644093379503
110	43	3.51835921032	0.639847279033
17	44	3.49332916985	0.544139139869
18	45	3.4924714265	0.549130874739
19	46	3.48632136568	0.545921032151
20	47	3.47932786648	0.547640734686
21	48	3.46896630353	0.55022376608
98	49	3.46744418834	1.04106644995
99	50	3.45994326613	1.04471457641
46	51	3.40360772948	0.557511255256
39	52	3.39523797056	0.667308949627
108	53	3.34424156508	0.342191512294
114	54	3.34238180467	0.327379830081
115	55	3.34149292272	0.332858761062
116	56	3.34139404777	0.342666077652
40	57	3.3410757418	0.908697738795
107	58	3.34007759979	0.333202910454
124	59	3.33861126694	0.326322918668
125	60	3.33718893991	0.333649506563
126	61	3.3340867192	0.34268220775
41	62	3.33357797241	0.912887303082
118	63	3.33346783623	0.339236036981
127	64	3.33153168028	0.342623677204
130	65	3.32915726531	0.328321438153
138	66	3.32532155686	0.333881812101
120	67	3.32456578529	0.347081538352
113	68	3.32220036263	0.916236613352
144	69	3.32153241777	0.342545787917
139	70	3.31789539471	0.341425605178
131	71	3.31595555166	0.335621915345
146	72	3.31474362088	0.351078696633
44	73	3.31148642231	0.3734205117
140	74	3.31093892896	0.350604601169
36	75	3.30913908623	0.366932735009
10	76	3.30450113555	0.364025958633
37	77	3.30434225225	0.372825957778
11	78	3.30124981796	0.366343933657
86	79	3.29884718489	0.68553936756
38	80	3.29596717129	0.379199371207
6	81	3.29594761803	0.36829734744
7	82	3.29538134695	0.376605472996
8	83	3.29188680169	0.384787399712
12	84	3.28617930385	0.373594847433
4	85	3.28012098963	0.374320316423
28	86	3.27535857544	0.797459479007
5	87	3.27262356287	0.384382458984
58	88	3.26646374126	1.02363822352
3	89	3.26420746551	0.380049263353
2	90	3.2449907743	0.385816293114
96	91	3.20265883577	1.07620482611
82	92	3.18365585059	0.834049777496
42	93	3.16075358963	1.11419528419
43	94	3.15325359354	1.11760696265
34	95	3.03918671278	1.02587895083
79	96	3.02411006773	0.582968975283
134	97	3.00565021259	0.516107970997
133	98	3.00392543128	0.510759907621
132	99	3.00305185515	0.508629593615
119	100	2.99674453476	0.652930923769
136	101	2.99568114723	0.514702438862
109	102	2.99426477702	0.754021415479
135	103	2.97217635655	0.7721857414
145	104	2.9682088916	0.754221078528
141	105	2.95763033745	0.757904929241
87	106	2.94528415661	0.959444077377
112	107	2.93275648806	1.12217846856
128	108	2.91234185753	0.698648430363
88	109	2.91129529813	0.981639066019
26	110	2.89546803388	0.65125132218
142	111	2.87143950755	0.634658138185
143	112	2.86394208315	0.640644304106
117	113	2.77725180262	0.993720372624
129	114	2.76660121198	0.900465979671
45	115	2.73526294261	1.00399214758
121	116	2.71594845993	1.09299612613
103	117	2.65734204482	0.472836359057
122	118	2.61446433175	1.19852382362
123	119	2.60708220648	1.20169669512
75	120	2.59021567896	0.622063969566
76	121	2.58882618304	0.627862232686
73	122	2.58735912608	0.619479121905
77	123	2.58694451539	0.624730189385
78	124	2.58362022525	0.627363990891
147	125	2.52847113369	1.05585322403
148	126	2.52097363994	1.05946182252
72	127	2.50861733232	0.561829540215
69	128	2.48184368741	0.348935444573
101	129	2.48127112632	0.351518166558
63	130	2.47932342686	0.349157781183
64	131	2.47741248945	0.35375398448
66	132	2.47644931367	0.36079192547
102	133	2.47294059474	0.357561515317
61	134	2.47150740719	0.354651979215
62	135	2.46440570028	0.362328090181
9	136	2.45180025728	1.15895588689
74	137	2.43831852786	0.69648857668
70	138	2.38652414367	0.492142004405
71	139	2.38327744257	0.492911548567
105	140	2.31855482565	0.831561778506
106	141	2.31586044241	0.835168567815
68	142	2.21185413323	0.976213616748
1	143	2.15084190713	0.555798613805
104	144	2.14980380818	0.709637747123
60	145	2.14678467806	0.558207542543
65	146	2.12077120782	0.55616113401
67	147	1.97985185751	1.05183692
137	148	1.28926601558	1.34473881319
