#name	rank	mean	standard dev
C1_|_A_ONTARIO_C72147_2011	1	5.60512712512	0.550458792694
C1_C1_|_A_WISCONSIN_21_2011	2	5.60512712512	0.550458792694
C1_C2_|_A_ONTARIO_RV0064_2011	3	5.60512712512	0.550458792694
C1_C1_|_A_WISCONSIN_13_2011	4	5.60512712512	0.550458792694
M1_C2_|_A_INDIANA_13_2011	5	5.46175349228	0.692494428822
C2_|_A_WISCONSIN_32_2011	6	5.46175349228	0.692494428822
M1_C2_|_A_VERMONT_02_2011	7	5.39672363686	0.55277356963
M1_C2_|_A_VERMONT_07_2011	8	5.39672363686	0.55277356963
M1_C2_|_A_VERMONT_09_2011	9	5.39672363686	0.55277356963
M1_C1_|_A_WASHINGTON_04_2011	10	5.39672363686	0.55277356963
C1_C1_|_A_WISCONSIN_12_2011	11	5.38522772707	0.727542395725
M1_C1_|_A_VIRGINIA_06_2011	12	5.38434193307	0.724783809627
C2_|_A_RHODE_ISLAND_03_2011	13	5.38240747448	0.648085745537
M1_C1_|_A_GEORGIA_05_2011	14	5.38063540971	0.728448554746
MX_C1_|_A_MICHIGAN_04_2011	15	5.38022614777	0.728568111733
M1_C1_|_A_MINNESOTA_08_2011	16	5.37587586669	0.730610225315
C3_|_A_MISSISSIPPI_05_2011	17	5.372815161	0.366508975405
C1_|_A_WYOMING_04_2011	18	5.372815161	0.366508975405
M1_C1_|_A_MINNESOTA_09_2011	19	5.372815161	0.366508975405
C2_|_A_MISSISSIPPI_03_2011	20	5.372815161	0.366508975405
C2_|_A_MISSISSIPPI_05_2011	21	5.372815161	0.366508975405
C2_|_A_COLORADO_17_2011	22	5.28416161346	0.827880032199
C1_|_A_ALASKA_17_2011	23	5.27041803707	0.756709874831
C1_C1_|_A_ONTARIO_RV0066_2011	24	5.25444109115	0.834966390594
S1_|_A_NORTH_DAKOTA_06_2011	25	5.2540698173	0.549153094122
C2_|_A_NORTH_DAKOTA_06_2011	26	5.2540698173	0.549153094122
MX_C1_|_A_SOUTH_DAKOTA_02_2011	27	5.251524413	0.719335358827
C2_|_A_COLORADO_28_2011	28	5.24163002737	0.8367995653
C1_|_A_ARKANSAS_04_2011	29	5.24013700238	0.837150287452
C2_|_A_ARKANSAS_05_2011	30	5.23928713098	0.833499190653
C1_C1_|_A_WASHINGTON_17_2011	31	5.23312563566	0.473804292342
X1_C2_|_A_GEORGIA_08_2011	32	5.23312563566	0.473804292342
M1_C1_|_A_TEXAS_12_2011	33	5.23312563566	0.473804292342
C2_|_A_CALIFORNIA_30_2011	34	5.23312563566	0.473804292342
C1_|_A_PENNSYLVANIA_13_2011	35	5.23312563566	0.473804292342
C2_|_A_MISSISSIPPI_09_2011	36	5.23312563566	0.473804292342
M1_C2_|_A_MASSACHUSETTS_05_2011	37	5.21356179626	0.704723195592
C2_|_A_CALIFORNIA_18_2011	38	5.19898278861	0.858288132522
C2_|_A_PENNSYLVANIA_05_2011	39	5.1989614844	0.858302033025
C1_C1_|_A_QUEBEC_RV0048_2011	40	5.19237819167	0.859164487422
C2_|_A_NEW_JERSEY_01_2011	41	5.1821020178	0.735046117846
M1_C1_|_A_MARYLAND_10_2011	42	5.18120806871	0.734559709939
C1_|_A_MARYLAND_09_2011	43	5.18116423894	0.734594085473
M1_C2_|_A_VERMONT_06_2011	44	5.17995514673	0.736360003224
X1_C1_|_A_SOUTH_CAROLINA_06_2011	45	5.1740795239	0.731412772383
C1_|_A_COLORADO_01_2011	46	5.16469323439	0.608584210785
C1_C1_|_A_WISCONSIN_09_2011	47	5.16371998122	0.60874455499
M1_C3_|_A_VERMONT_14_2011	48	5.15734804568	0.80681662302
C2_|_A_TEXAS_06_2011	49	5.15143164679	0.612880316978
X_C2_|_A_ALABAMA_01_2011	50	5.11879921342	0.610061127712
C1_|_A_ARIZONA_03_2011	51	5.10580798099	0.538401964331
C3_|_A_NEBRASKA_08_2011	52	5.09784110252	0.631218811208
C2_|_A_NEW_JERSEY_04_2011	53	5.08577724606	0.893154800463
C1_C1_|_A_EL_SALVADOR_1571_2011	54	5.08081973622	0.774944484395
C2_|_A_PENNSYLVANIA_12_2011	55	5.08079953379	0.774959514999
C1_C2_|_A_HAWAII_15_2011	56	5.07410291343	0.682102581445
M2_C1_|_A_MINNESOTA_12_2011	57	5.07062295672	0.946774750932
M1_C1_|_A_NEVADA_04_2011	58	5.06978408253	0.78677502153
C1_|_A_COLORADO_07_2011	59	5.05812648109	0.948068581149
C1_C2_|_A_EL_SALVADOR_1513_2011	60	5.05711738738	0.949225083438
C1_C1_|_A_HAWAII_09_2011	61	5.05661526288	0.950532519958
C1_|_A_WYOMING_09_2011	62	5.04775803201	0.890817791409
C1_|_A_WASHINGTON_18_2011	63	5.04645512211	0.893624305546
C1_|_A_UTAH_14_2011	64	5.02205051823	0.688493766654
C2_|_A_UTAH_12_2011	65	5.02205051823	0.688493766654
C1_|_A_ALASKA_10_2011	66	5.0168182046	0.887684174953
C1_|_A_ALASKA_15_2011	67	5.0168182046	0.887684174953
C1_|_A_WYOMING_08_2011	68	5.01004785939	0.642557950564
C2_|_A_NEW_JERSEY_02_2011	69	5.00375677168	0.870797108188
C2_|_A_ARIZONA_06_2011	70	5.00342543297	0.681084140505
M1_C2_|_A_NEW_YORK_05_2011	71	5.00342184866	0.871033143047
M2_C3_|_A_MINNESOTA_04_2011	72	5.00023657288	0.871064558535
C1_C1_|_A_BRITISH_COLUMBIA_RV29_2011	73	4.99071973981	0.602361398842
C2_|_A_LOUISIANA_02_2011	74	4.99034725952	0.773842356957
X_C1_|_A_OHIO_01_2011	75	4.98881055789	0.77619869521
MX_C2_|_A_FLORIDA_25_2011	76	4.9884931184	0.776472195942
C2_|_A_NEBRASKA_02_2011	77	4.98753449991	0.775930723291
X1_C1_|_A_SOUTH_CAROLINA_01_2011	78	4.98676710537	0.605266492898
C2_|_A_NEBRASKA_09_2011	79	4.98539804949	0.77662036949
C2_|_A_CONNECTICUT_03_2011	80	4.9843249488	0.776001479837
X1_C1_|_A_GEORGIA_03_2011	81	4.97971814987	0.773731926285
C1_C2_|_A_KANSAS_01_2011	82	4.97426643347	0.838662216711
M1_C1_|_A_MONTANA_07_2011	83	4.96530084419	0.641280820324
C2_|_A_MAINE_05_2011	84	4.96194153879	0.642016334529
MX_C1_|_A_MONTANA_05_2011	85	4.96142236242	0.64501396396
M1_C1_|_A_TEXAS_05_2011	86	4.95985374319	0.737862632617
M1_C1_|_A_NORTH_CAROLINA_01_2011	87	4.95004576269	0.988017963016
M1_C2_|_A_MASSACHUSETTS_08_2011	88	4.94996783004	0.988059240904
M1_C1_|_A_NORTH_CAROLINA_05_2011	89	4.94387726407	0.638974695501
C2_|_A_DISTRICT_OF_COLUMBIA_03_2011	90	4.91531090006	0.695193715682
C1_C1_|_A_WISCONSIN_20_2011	91	4.91067252128	0.608304662715
C2_|_A_DELAWARE_05_2011	92	4.87882693172	0.797299994352
C2_|_A_ALASKA_21_2011	93	4.86530599255	1.00325810154
C1_C2_|_A_HAWAII_16_2011	94	4.86530599255	1.00325810154
C2_|_A_UTAH_09_2011	95	4.86251727105	0.872001567718
C1_C1_|_A_BRITISH_COLUMBIA_RV1382_2011	96	4.85461398621	0.757187561064
X_|_A_IOWA_06_2011	97	4.85453216365	0.836715019135
C2_|_A_DELAWARE_09_2011	98	4.85076623754	0.975877445907
C1_|_A_CALIFORNIA_33_2011	99	4.85035956513	0.835211099451
C2_|_A_NEW_JERSEY_08_2011	100	4.85024300113	0.835304885628
X1_C1_|_A_BRITISH_COLUMBIA_4791_2011	101	4.84851317756	0.833215740236
C2_|_A_ALASKA_16_2011	102	4.84610808935	0.995107136754
C1_|_A_HAWAII_04_2011	103	4.84439711032	0.832060254514
M1_C2_|_A_MONTANA_08_2011	104	4.83012566797	0.831825294956
C2_|_A_DELAWARE_10_2011	105	4.82532336297	0.924996625214
M1_C2_|_A_VERMONT_11_2011	106	4.82445497073	0.97675737214
M1_C1_|_A_VERMONT_12_2011	107	4.81727336056	0.729979652152
MX_C1_|_A_FLORIDA_07_2011	108	4.81727336056	0.729979652152
M1_C1_|_A_IDAHO_01_2011	109	4.81589627727	0.78384278688
