#name	rank	LBI
30	1	2.21943724252
2	2	1.74672109952
20	3	1.19125435247
22	4	1.07660965716
36	5	1.00437254023
32	6	0.822747552583
8	7	0.781464498796
5	8	0.663311802084
7	9	0.646017126571
19	10	0.574751676284
11	11	0.560786640104
27	12	0.541163576896
16	13	0.540467148265
24	14	0.540454363792
25	15	0.524970811214
14	16	0.488620661634
33	17	0.48662144398
4	18	0.462884860723
10	19	0.43753435678
28	20	0.425472520418
3	21	0.414217847581
12	22	0.402080071644
34	23	0.396959036604
13	24	0.396754677616
18	25	0.349516650232
35	26	0.322113989749
23	27	0.317074463994
17	28	0.310518919498
6	29	0.298793582812
21	30	0.271764171723
1	31	0.264832782797
15	32	0.229606655036
29	33	0.200358797934
26	34	0.199792608262
9	35	0.13705885389
31	36	0.136031197048
