#name	rank	LBI
P0_|_A_BOSTON_97_2009	1	1.56774966658
P0_|_A_CALIFORNIA_VRDL277_2009	2	1.55352705636
P0_|_A_CALIFORNIA_VRDL187_2009	3	1.55352705636
P0_|_A_NEW_YORK_4017_2009	4	1.55352705636
P0_|_A_CALIFORNIA_VRDL241_2009	5	1.55352705636
P0_|_A_NEW_YORK_3904_2009	6	1.55352705636
P0_|_A_CALIFORNIA_VRDL198_2009	7	0.768104068294
P0_|_A_CALIFORNIA_VRDL261_2009	8	0.768104068294
P0_|_A_CALIFORNIA_VRDL161_2009	9	0.768104068294
P0_|_A_CALIFORNIA_VRDL269_2009	10	0.768104068294
P0_|_A_CALIFORNIA_VRDL314_2009	11	0.618870046986
P0_|_A_CALIFORNIA_VRDL159_2009	12	0.618870046986
P0_|_A_CALIFORNIA_VRDL331_2009	13	0.618870046986
P0_|_A_CALIFORNIA_VRDL384_2009	14	0.471978845691
P0_|_A_CALIFORNIA_VRDL347_2009	15	0.432044047859
P0_|_A_CALIFORNIA_VRDL334_2009	16	0.397357500314
P0_|_A_CALIFORNIA_VRDL386_2009	17	0.319931966246
P0_|_A_BOSTON_75_2009	18	0.319928527906
P0_|_A_CALIFORNIA_VRDL279_2009	19	0.319925777278
P0_|_A_CALIFORNIA_VRDL375_2009	20	0.296350963404
P0_|_A_CALIFORNIA_VRDL285_2009	21	0.296315859391
P0_|_A_CALIFORNIA_VRDL332_2009	22	0.296311018029
P0_|_A_CALIFORNIA_VRDL344_2009	23	0.294474823967
P0_|_A_NEW_YORK_3626_2009	24	0.294438903132
P0_|_A_CALIFORNIA_VRDL243_2009	25	0.294426332658
ORIGINAL_|_A_OREGON_15_2009	26	0.294423938388
ORIGINAL_|_A_OREGON_34_2009	27	0.294368879637
P0_|_A_CALIFORNIA_VRDL357_2009	28	0.292559544213
P0_|_A_CALIFORNIA_VRDL287_2009	29	0.292559544213
P0_|_A_CALIFORNIA_VRDL354_2009	30	0.266338311815
P0_|_A_CALIFORNIA_VRDL268_2009	31	0.243651615421
P0_|_A_CALIFORNIA_VRDL278_2009	32	0.243651615421
P0_|_A_CALIFORNIA_VRDL138_2009	33	0.243651615421
P0_|_A_CALIFORNIA_VRDL274_2009	34	0.243651615421
P0_|_A_CALIFORNIA_VRDL169_2009	35	0.242999304586
P0_|_A_CALIFORNIA_VRDL373_2009	36	0.239434861209
P0_|_A_CALIFORNIA_VRDL165_2009	37	0.239434861209
P0_|_A_CALIFORNIA_VRDL248_2009	38	0.239434861209
P0_|_A_CALIFORNIA_VRDL212_2009	39	0.239100859466
P0_|_A_CALIFORNIA_VRDL286_2009	40	0.210835512465
P0_|_A_CALIFORNIA_VRDL383_2009	41	0.178660740165
P0_|_A_CALIFORNIA_VRDL263_2009	42	0.175073458159
P0_|_A_CALIFORNIA_VRDL390_2009	43	0.175040965953
ORIGINAL_|_A_WASHINGTON_54_2009	44	0.157016422463
ORIGINAL_|_A_WASHINGTON_53_2009	45	0.157016422463
ORIGINAL_|_A_WASHINGTON_55_2009	46	0.157016422463
P0_|_A_CALIFORNIA_VRDL338_2009	47	0.156285934876
P0_|_A_CALIFORNIA_VRDL170_2009	48	0.150293609656
P0_|_A_CALIFORNIA_VRDL319_2009	49	0.150070824522
P0_|_A_CALIFORNIA_VRDL184_2009	50	0.150070824522
P0_|_A_CALIFORNIA_VRDL196_2009	51	0.149673172987
P0_|_A_BOSTON_73_2009	52	0.149590368612
P0_|_A_CALIFORNIA_VRDL352_2009	53	0.146633354181
OR_|_A_TEXAS_90_2009	54	0.146577869457
P0_|_A_CALIFORNIA_VRDL374_2009	55	0.146400537184
P0_|_A_CALIFORNIA_VRDL265_2009	56	0.143401929224
P0_|_A_NEW_YORK_1188_2009	57	0.135721920557
P0_|_A_CALIFORNIA_VRDL271_2009	58	0.134143268856
P0_|_A_CALIFORNIA_VRDL393_2009	59	0.134143268856
P0_|_A_CALIFORNIA_VRDL307_2009	60	0.13390583
P0_|_A_CALIFORNIA_VRDL381_2009	61	0.13390583
P0_|_A_CALIFORNIA_VRDL321_2009	62	0.133606871506
P0_|_A_CALIFORNIA_VRDL250_2009	63	0.133606871506
P0_|_A_CALIFORNIA_VRDL345_2009	64	0.131797573962
P0_|_A_CALIFORNIA_VRDL349_2009	65	0.131797573962
P0_|_A_CALIFORNIA_VRDL316_2009	66	0.131631763481
P0_|_A_CALIFORNIA_VRDL308_2009	67	0.131628714843
ORIGINAL_|_A_FLORIDA_22_2009	68	0.131462502176
