#name	rank	mean	variance
219	1	5.93121983789	0.529587477644
220	2	5.92993721947	0.532481800056
215	3	5.92993112778	0.528305650986
224	4	5.92797788996	0.533020473787
214	5	5.92697711968	0.528058375372
221	6	5.92652033563	0.536405264586
225	7	5.92457009889	0.536954054247
226	8	5.92221288208	0.537662855318
168	9	5.786581511	0.57129023253
172	10	5.78619044423	0.571896134614
173	11	5.78554219601	0.572809496832
169	12	5.78450353707	0.574695959995
167	13	5.7832912535	0.572002346907
175	14	5.78274939572	0.575012481836
174	15	5.78196680889	0.57628527568
179	16	5.78058254638	0.576438283247
176	17	5.77866214193	0.577676861373
166	18	5.77863141378	0.573144814238
50	19	5.7519847501	0.553571634845
53	20	5.75146011299	0.556785733595
51	21	5.74995789413	0.556956517337
49	22	5.74882154872	0.551903868608
56	23	5.7485902801	0.554563773348
54	24	5.74848495421	0.560949454359
57	25	5.74698066388	0.557592915435
52	26	5.74653424392	0.56073791105
47	27	5.74000496795	0.552510280606
48	28	5.73440567701	0.557498253924
45	29	5.73090208375	0.553212021048
44	30	5.71938593691	0.555242128536
222	31	5.6827983755	0.722751416626
223	32	5.67674720425	0.726137005686
216	33	5.67658460656	0.71892130503
217	34	5.67054806876	0.722350447595
210	35	5.64885981466	0.455585930829
207	36	5.6410183414	0.453643021866
203	37	5.63055528468	0.452431785252
204	38	5.62352880928	0.457666549777
198	39	5.62142789964	0.452307186002
205	40	5.61488289934	0.463193695245
199	41	5.61424066744	0.457174825914
197	42	5.61373222614	0.453564146633
202	43	5.60866109217	0.463408978498
55	44	5.6068365279	0.694011174453
200	45	5.60681238196	0.462013516447
196	46	5.60440393981	0.455001332107
90	47	5.59801612727	0.485108060385
201	48	5.59778710171	0.467127618631
92	49	5.59713752634	0.489652056649
186	50	5.59645323083	0.589257561321
89	51	5.59580632877	0.481009483829
91	52	5.59538462966	0.490384411999
187	53	5.59516577406	0.592902365095
189	54	5.59456358321	0.592840003309
185	55	5.5938852707	0.58670312597
86	56	5.59336713479	0.476869281424
188	57	5.59237324439	0.59688857245
87	58	5.59158238701	0.481229940247
192	59	5.59097137953	0.590224886721
95	60	5.59019713784	0.486950758828
182	61	5.58844452166	0.585283449822
88	62	5.58826558846	0.485806383841
193	63	5.58789776388	0.593806096144
79	64	5.58699093307	0.474053728787
195	65	5.58528068088	0.59496620454
183	66	5.58484647488	0.588041905877
75	67	5.58281522497	0.478737335899
77	68	5.58142878637	0.483459618885
74	69	5.58107684594	0.474433136639
80	70	5.58090592706	0.476705684243
181	71	5.5808071039	0.585816103664
76	72	5.58021064374	0.48412734139
78	73	5.57847736143	0.488392748365
82	74	5.57396903411	0.480609391393
59	75	5.56967115153	0.716090122418
72	76	5.5670644162	0.476473454539
60	77	5.56522150477	0.719192741463
61	78	5.55930408811	0.72282160445
170	79	5.55086385668	0.76210556308
46	80	5.54720252327	0.734017460925
171	81	5.54488949576	0.765413540024
137	82	5.51834853757	0.453189712292
138	83	5.51714163289	0.458394370949
140	84	5.51689837195	0.458021406378
134	85	5.51534409231	0.449216614819
139	86	5.51432764467	0.463750399177
135	87	5.51378182371	0.454770610904
130	88	5.50815956144	0.445701599425
131	89	5.50704121723	0.451034936892
132	90	5.50425169194	0.456518035632
126	91	5.49608464509	0.442818085434
211	92	5.4930255114	0.668889186659
127	93	5.49177010716	0.448026401014
212	94	5.48873708496	0.672476829499
129	95	5.48623965699	0.454426602881
213	96	5.4828931793	0.676506279552
116	97	5.48244179522	0.441000157783
117	98	5.47957184861	0.444938708677
118	99	5.47538932161	0.449351666151
113	100	5.46551874156	0.441692926802
114	101	5.46443518997	0.447160324276
115	102	5.46171765545	0.452740019762
102	103	5.44245286726	0.443399130494
58	104	5.43971609664	0.780726561093
101	105	5.42037925892	0.44808376078
208	106	5.42027233244	0.686550870564
209	107	5.41448459702	0.690463114005
94	108	5.37686155587	0.72861630354
93	109	5.37685243433	0.728616041176
190	110	5.36831606311	0.789973903963
81	111	5.36702448387	0.685611451166
218	112	5.36269719241	0.88617681424
141	113	5.35882989282	0.679486368763
73	114	5.35504150848	0.686224697136
142	115	5.35460431462	0.683205853252
177	116	5.32615662791	0.892180627989
184	117	5.32592869949	0.765481167441
178	118	5.32019183901	0.894963320864
206	119	5.31728683911	0.730919306985
136	120	5.30005242017	0.713979420443
191	121	5.292496913	0.810820712082
128	122	5.29076741263	0.675339404188
119	123	5.26389570355	0.712929514456
133	124	5.21298596186	0.728820079539
103	125	5.15683751289	0.557720510747
106	126	5.15568325592	0.559145964151
107	127	5.1533012087	0.563466302406
108	128	5.15125617989	0.561248412862
110	129	5.14512424729	0.563913852964
121	130	5.1351687157	0.78313445775
122	131	5.13426354205	0.784713397832
124	132	5.13327612226	0.786331279211
125	133	5.1307100476	0.788226726261
123	134	5.12848499358	0.788276178332
120	135	5.07965017886	0.686518437034
165	136	5.0767058617	0.554211377391
161	137	5.07115956652	0.55244070368
160	138	5.06955293888	0.551930406439
162	139	5.06134453515	0.556517302465
194	140	5.0405006504	0.960441630318
180	141	5.0026734057	0.438456536495
83	142	4.99768608406	0.751190331334
84	143	4.99538266226	0.753942439073
85	144	4.99304004869	0.7566975582
145	145	4.98932868076	0.437593770685
146	146	4.98811057283	0.439216721119
147	147	4.98691872621	0.440749179999
148	148	4.98373658227	0.445825547264
151	149	4.98332092692	0.443435265507
143	150	4.97048374428	0.442443325166
42	151	4.90925732476	0.622286156204
111	152	4.78813359134	0.694338820129
163	153	4.77152971036	0.803196214568
149	154	4.73029094486	0.670717901023
150	155	4.72613438514	0.673596401897
64	156	4.70661412419	0.565471961108
104	157	4.64505445724	0.930593963498
105	158	4.64298857412	0.932623679801
109	159	4.63542507889	0.96985703121
112	160	4.5042780624	0.810149282386
164	161	4.47077896813	0.728605383868
65	162	4.45271113311	0.748559348991
68	163	4.45073454532	0.752150576309
69	164	4.44856897873	0.75573401436
66	165	4.44775842263	0.749599551782
71	166	4.44507210248	0.755984570003
43	167	4.40484023	1.01068947149
152	168	4.28311662049	0.734299013892
153	169	4.2827944225	0.734148909331
155	170	4.28066384569	0.7340456018
156	171	4.27736981304	0.736491035492
157	172	4.2761104712	0.735332050292
158	173	4.27154971419	0.73661455201
70	174	4.16053648469	0.953759028845
159	175	4.10126727948	0.90236370744
41	176	4.02886750092	0.610604174263
154	177	3.99538820029	0.938147373784
144	178	3.89109356255	1.11719925523
67	179	3.71591994132	1.19632587215
18	180	3.60141093945	0.89752393537
20	181	3.60016802861	0.900149984079
19	182	3.59927892866	0.900580337771
16	183	3.59901034093	0.894971422017
15	184	3.59648701553	0.892409527138
17	185	3.59328393571	0.898207569935
100	186	3.4648854078	0.44600537509
96	187	3.44984857767	0.443061519334
97	188	3.44331754909	0.446397304756
31	189	3.43602408452	0.443491047426
99	190	3.43383725192	0.450001464073
38	191	3.26106858936	0.510251350564
37	192	3.25844284476	0.509280471394
63	193	3.1310479802	0.537321879659
62	194	3.13078772172	0.53645666064
36	195	3.09749115269	0.485371274836
32	196	3.09658394341	0.48307093612
33	197	3.08565648586	0.485184708026
98	198	2.96490068906	0.9335010627
14	199	2.87830063162	0.562606822679
9	200	2.87047094474	0.558847095973
10	201	2.86735733263	0.560733281879
39	202	2.86572817285	0.847088424372
7	203	2.86007261414	0.558253021546
25	204	2.81553562273	0.817276999012
26	205	2.8147903184	0.820377488739
27	206	2.8090642255	0.823907966042
28	207	2.73168874799	0.996541843182
24	208	2.72264162018	0.746898320335
34	209	2.59089717189	0.870068917312
11	210	2.5853568996	1.1517043646
12	211	2.58154223566	1.15413888883
13	212	2.57581589349	1.15665000912
35	213	2.56755128381	0.963551964064
29	214	2.3846795053	0.452787461553
30	215	2.38071879363	0.455017708695
22	216	2.37735121175	0.453348396193
8	217	2.27034840133	0.849211899354
40	218	2.2432684082	1.27721140918
23	219	2.18028779917	0.524520628339
2	220	1.80496272035	1.1893660866
3	221	1.8011083298	1.19171620146
6	222	1.6295676523	0.526587404408
5	223	1.52309858028	0.524840203815
1	224	1.37207243101	0.558531236851
21	225	1.35872830564	0.56017375903
4	226	1.33087728037	0.550280737219
